Ministry_Key,Des_Grp,Type,Display_Type,DesGrp_Count_Reg,DesGrp_Percent_Reg,NonDesGrp_Count_Reg,NonDesGrp_Percent_Reg,Total_Count_Reg,Total_Percent_Reg,DesGrp_Count_Aux,DesGrp_Percent_Aux,NonDesGrp_Count_Aux,NonDesGrp_Percent_Aux,Total_Count_Aux,Total_Percent_Aux
TRAN,IND,Hiring_Outside,Hired from Outside,7,3.4,200,96.6,207,100.0,S,S,S,S,81,100.0
TRAN,IND,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,279,100.0,8,9.6,75,90.4,83,100.0
TRAN,IND,Hiring_TotalReg,Total New Regulars to Ministry,11,3.8,277,96.2,288,100.0,,,,,,
TRAN,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,51,100.0,<3,<3,<3,<3,2,100.0
TRAN,IND,Promotions_Same,Promoted Within Same Organization,S,S,S,S,241,100.0,,,,,0,100.0
TRAN,IND,Promotions_Total,Total Promotions,15,5.1,277,94.9,292,100.0,<3,<3,<3,<3,2,100.0
TRAN,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,9,100.0
TRAN,IND,Separations_BCPS,Left BC Government,S,S,S,S,207,100.0,<3,<3,S,S,13,100.0
TRAN,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,46,100.0,<3,<3,<3,<3,1,100.0
TRAN,IND,Separations_Total,Total Separations,8,3.2,245,96.8,253,100.0,<3,<3,S,S,14,100.0
TRAN,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,3,13.0,20,87.0,23,100.0
AEST,IND,Employed_2018,Employed 2018,13,,314,,335,,<3,,<3,,22,
AG,IND,Employed_2018,Employed 2018,102,,2885,,3122,,4,,139,,161,
AGRI,IND,Employed_2018,Employed 2018,10,,276,,287,,<3,,<3,,39,
BCPSA,IND,Employed_2018,Employed 2018,17,,460,,480,,4,,29,,33,
CFD,IND,Employed_2018,Employed 2018,275,,3769,,4255,,21,,221,,322,
CITZ,IND,Employed_2018,Employed 2018,50,,1472,,1557,,7,,90,,125,
EAO,IND,Employed_2018,Employed 2018,<3,,<3,,80,,<3,,<3,,6,
EDUC,IND,Employed_2018,Employed 2018,5,,329,,338,,<3,,<3,,16,
EMBC,IND,Employed_2018,Employed 2018,7,,119,,128,,6,,23,,45,
EMPR,IND,Employed_2018,Employed 2018,10,,281,,294,,<3,,<3,,17,
ENV,IND,Employed_2018,Employed 2018,31,,793,,853,,5,,49,,56,
FIN,IND,Employed_2018,Employed 2018,35,,1265,,1337,,<3,,<3,,45,
FLNRORD,IND,Employed_2018,Employed 2018,133,,3297,,3511,,9,,197,,239,
GCPE,IND,Employed_2018,Employed 2018,4,,269,,291,,<3,,<3,,9,
HLTH,IND,Employed_2018,Employed 2018,29,,1121,,1173,,<3,,<3,,51,
IRR,IND,Employed_2018,Employed 2018,22,,185,,208,,<3,,<3,,11,
JTT,IND,Employed_2018,Employed 2018,3,,322,,334,,3,,18,,21,
LBR,IND,Employed_2018,Employed 2018,6,,169,,178,,<3,,<3,,2,
MAH,IND,Employed_2018,Employed 2018,8,,351,,369,,<3,,<3,,24,
MHA,IND,Employed_2018,Employed 2018,<3,,<3,,37,,<3,,<3,,4,
PGT,IND,Employed_2018,Employed 2018,5,,214,,235,,<3,,<3,,26,
PO,IND,Employed_2018,Employed 2018,<3,,<3,,49,,<3,,<3,,3,
PSSG,IND,Employed_2018,Employed 2018,126,,2660,,3054,,11,,102,,135,
SDPR,IND,Employed_2018,Employed 2018,81,,1708,,1836,,3,,20,,25,
TAC,IND,Employed_2018,Employed 2018,3,,58,,61,,<3,,<3,,3,
TRAN,IND,Employed_2018,Employed 2018,51,,1201,,1286,,9,,69,,92,
BCPS,IND,Employed_2018,Employed 2018,1032,,23678,,25688,,94,,1183,,1532,
AEST,IND,Employed_2015,Employed 2015,4,,263,,271,,<3,,<3,,22,
AG,IND,Employed_2015,Employed 2015,68,,2735,,2972,,4,,102,,128,
AGRI,IND,Employed_2015,Employed 2015,7,,270,,281,,<3,,<3,,37,
BCPSA,IND,Employed_2015,Employed 2015,14,,415,,433,,<3,,<3,,12,
CFD,IND,Employed_2015,Employed 2015,197,,3438,,3865,,13,,205,,328,
CITZ,IND,Employed_2015,Employed 2015,39,,1364,,1444,,6,,68,,109,
EDUC,IND,Employed_2015,Employed 2015,4,,290,,303,,<3,,<3,,6,
EMBC,IND,Employed_2015,Employed 2015,<3,,<3,,79,,<3,,<3,,10,
EMPR,IND,Employed_2015,Employed 2015,6,,246,,254,,<3,,<3,,18,
ENV,IND,Employed_2015,Employed 2015,19,,703,,750,,3,,73,,101,
FIN,IND,Employed_2015,Employed 2015,22,,1126,,1191,,<3,,<3,,11,
FLNRORD,IND,Employed_2015,Employed 2015,99,,3136,,3323,,<3,,<3,,160,
GCPE,IND,Employed_2015,Employed 2015,<3,,<3,,278,,<3,,<3,,1,
HLTH,IND,Employed_2015,Employed 2015,23,,1052,,1112,,<3,,<3,,16,
IRR,IND,Employed_2015,Employed 2015,19,,190,,209,,<3,,<3,,13,
JTT,IND,Employed_2015,Employed 2015,3,,303,,312,,<3,,<3,,25,
LBR,IND,Employed_2015,Employed 2015,6,,173,,187,,<3,,<3,,3,
MAH,IND,Employed_2015,Employed 2015,7,,320,,338,,<3,,<3,,14,
PGT,IND,Employed_2015,Employed 2015,8,,190,,241,,<3,,<3,,14,
PO,IND,Employed_2015,Employed 2015,<3,,<3,,41,,<3,,<3,,2,
PSSG,IND,Employed_2015,Employed 2015,95,,2318,,2667,,6,,97,,134,
SDPR,IND,Employed_2015,Employed 2015,61,,1712,,1807,,<3,,<3,,65,
TAC,IND,Employed_2015,Employed 2015,<3,,<3,,56,,<3,,<3,,4,
TRAN,IND,Employed_2015,Employed 2015,41,,1160,,1254,,4,,19,,29,
BCPS,IND,Employed_2015,Employed 2015,747,,21914,,23747,,43,,912,,1262,
AEST,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,5,100.0,,,,,,
AEST,VM,Hiring_Other,Hired from Other Ministry,S,S,S,S,45,100.0,,,,,0,100.0
AEST,VM,Hiring_Outside,Hired from Outside,28,25.5,82,74.5,110,100.0,4,18.2,18,81.8,22,100.0
AEST,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,155,100.0,4,18.2,18,81.8,22,100.0
AEST,VM,Hiring_TotalReg,Total New Regulars to Ministry,38,23.8,122,76.3,160,100.0,,,,,,
AEST,VM,Promotions_Other,Promoted from Other Organization,S,S,S,S,33,100.0,,,,,0,100.0
AEST,VM,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,31,100.0,,,,,0,100.0
AEST,VM,Promotions_Total,Total Promotions,9,14.1,55,85.9,64,100.0,,,,,0,100.0
AEST,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,5,100.0
AEST,VM,Separations_BCPS,Left BC Government,<3,<3,S,S,46,100.0,<3,<3,S,S,11,100.0
AEST,VM,Separations_Other,Moved to Other Ministry,S,S,S,S,50,100.0,<3,<3,S,S,6,100.0
AEST,VM,Separations_Total,Total Separations,10,10.4,86,89.6,96,100.0,<3,<3,S,S,17,100.0
AEST,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,22,100.0
AG,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,9,19.6,37,80.4,46,100.0,,,,,,
AG,VM,Hiring_Other,Hired from Other Ministry,23,21.7,83,78.3,106,100.0,<3,<3,S,S,3,100.0
AG,VM,Hiring_Outside,Hired from Outside,112,18.0,510,82.0,622,100.0,S,S,S,S,108,100.0
AG,VM,Hiring_TotalNew,Total New Hires to Ministry,135,18.5,593,81.5,728,100.0,29,26.1,82,73.9,111,100.0
AG,VM,Hiring_TotalReg,Total New Regulars to Ministry,144,18.6,630,81.4,774,100.0,,,,,,
AG,VM,Promotions_Other,Promoted from Other Organization,15,22.1,53,77.9,68,100.0,<3,<3,<3,<3,1,100.0
AG,VM,Promotions_Same,Promoted Within Same Organization,57,18.2,256,81.8,313,100.0,<3,<3,<3,<3,3,100.0
AG,VM,Promotions_Total,Total Promotions,72,18.9,309,81.1,381,100.0,<3,<3,S,S,4,100.0
AG,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,9,19.6,37,80.4,46,100.0
AG,VM,Separations_BCPS,Left BC Government,69,13.6,440,86.4,509,100.0,S,S,S,S,42,100.0
AG,VM,Separations_Other,Moved to Other Ministry,16,16.7,80,83.3,96,100.0,<3,<3,S,S,9,100.0
AG,VM,Separations_Total,Total Separations,85,14.0,520,86.0,605,100.0,6,11.8,45,88.2,51,100.0
AG,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,15,15.5,82,84.5,97,100.0
AGRI,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,3,30.0,7,70.0,10,100.0,,,,,,
AGRI,VM,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,22,100.0,<3,<3,<3,<3,1,100.0
AGRI,VM,Hiring_Outside,Hired from Outside,S,S,S,S,53,100.0,S,S,S,S,30,100.0
AGRI,VM,Hiring_TotalNew,Total New Hires to Ministry,14,18.7,61,81.3,75,100.0,5,16.1,26,83.9,31,100.0
AGRI,VM,Hiring_TotalReg,Total New Regulars to Ministry,17,20.0,68,80.0,85,100.0,,,,,,
AGRI,VM,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,16,100.0,<3,<3,<3,<3,1,100.0
AGRI,VM,Promotions_Same,Promoted Within Same Organization,S,S,S,S,34,100.0,,,,,0,100.0
AGRI,VM,Promotions_Total,Total Promotions,5,10.0,45,90.0,50,100.0,<3,<3,<3,<3,1,100.0
AGRI,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,3,30.0,7,70.0,10,100.0
AGRI,VM,Separations_BCPS,Left BC Government,<3,<3,S,S,54,100.0,<3,<3,S,S,16,100.0
AGRI,VM,Separations_Other,Moved to Other Ministry,S,S,S,S,24,100.0,<3,<3,S,S,4,100.0
AGRI,VM,Separations_Total,Total Separations,7,9.0,71,91.0,78,100.0,3,15.0,17,85.0,20,100.0
AGRI,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,6,20.0,24,80.0,30,100.0
BCPS,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,83,18.4,368,81.6,451,100.0,,,,,,
BCPS,VM,Hiring_Other,Hired from Other Ministry,244,16.3,1255,83.7,1499,100.0,<3,<3,S,S,23,100.0
BCPS,VM,Hiring_Outside,Hired from Outside,1035,18.4,4589,81.6,5624,100.0,S,S,S,S,1216,100.0
BCPS,VM,Hiring_TotalNew,Total New Hires to Ministry,1279,18.0,5844,82.0,7123,100.0,202,16.3,1037,83.7,1239,100.0
BCPS,VM,Hiring_TotalReg,Total New Regulars to Ministry,1362,18.0,6212,82.0,7574,100.0,,,,,,
BCPS,VM,Promotions_Other,Promoted from Other Organization,193,17.5,912,82.5,1105,100.0,<3,<3,S,S,10,100.0
BCPS,VM,Promotions_Same,Promoted Within Same Organization,454,14.0,2799,86.0,3253,100.0,S,S,S,S,20,100.0
BCPS,VM,Promotions_Total,Total Promotions,647,14.8,3711,85.2,4358,100.0,4,13.3,26,86.7,30,100.0
BCPS,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,83,18.4,368,81.6,451,100.0
BCPS,VM,Separations_BCPS,Left BC Government,486,11.7,3651,88.3,4137,100.0,45,9.1,447,90.9,492,100.0
BCPS,VM,Separations_Other,Moved to Other Ministry,219,15.6,1182,84.4,1401,100.0,25,20.7,96,79.3,121,100.0
BCPS,VM,Separations_Total,Total Separations,705,12.7,4833,87.3,5538,100.0,70,11.4,543,88.6,613,100.0
BCPS,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,153,14.4,911,85.6,1064,100.0
BCPSA,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,<3,<3,2,100.0,,,,,,
BCPSA,VM,Hiring_Other,Hired from Other Ministry,S,S,S,S,50,100.0,<3,<3,<3,<3,1,100.0
BCPSA,VM,Hiring_Outside,Hired from Outside,26,23.4,85,76.6,111,100.0,S,S,S,S,29,100.0
BCPSA,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,161,100.0,7,23.3,23,76.7,30,100.0
BCPSA,VM,Hiring_TotalReg,Total New Regulars to Ministry,31,19.0,132,81.0,163,100.0,,,,,,
BCPSA,VM,Promotions_Other,Promoted from Other Organization,5,11.6,38,88.4,43,100.0,<3,<3,<3,<3,1,100.0
BCPSA,VM,Promotions_Same,Promoted Within Same Organization,13,16.7,65,83.3,78,100.0,,,,,0,100.0
BCPSA,VM,Promotions_Total,Total Promotions,18,14.9,103,85.1,121,100.0,<3,<3,<3,<3,1,100.0
BCPSA,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,<3,<3,2,100.0
BCPSA,VM,Separations_BCPS,Left BC Government,8,12.9,54,87.1,62,100.0,<3,<3,S,S,9,100.0
BCPSA,VM,Separations_Other,Moved to Other Ministry,8,15.7,43,84.3,51,100.0,<3,<3,<3,<3,1,100.0
BCPSA,VM,Separations_Total,Total Separations,16,14.2,97,85.8,113,100.0,<3,<3,S,S,10,100.0
BCPSA,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,12,100.0
CFD,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,27,20.3,106,79.7,133,100.0,,,,,,
CFD,VM,Hiring_Other,Hired from Other Ministry,16,16.2,83,83.8,99,100.0,<3,<3,<3,<3,1,100.0
CFD,VM,Hiring_Outside,Hired from Outside,195,19.4,810,80.6,1005,100.0,S,S,S,S,240,100.0
CFD,VM,Hiring_TotalNew,Total New Hires to Ministry,211,19.1,893,80.9,1104,100.0,35,14.5,206,85.5,241,100.0
CFD,VM,Hiring_TotalReg,Total New Regulars to Ministry,238,19.2,999,80.8,1237,100.0,,,,,,
CFD,VM,Promotions_Other,Promoted from Other Organization,14,19.7,57,80.3,71,100.0,,,,,0,100.0
CFD,VM,Promotions_Same,Promoted Within Same Organization,57,13.4,367,86.6,424,100.0,,,,,0,100.0
CFD,VM,Promotions_Total,Total Promotions,71,14.3,424,85.7,495,100.0,,,,,0,100.0
CFD,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,27,20.3,106,79.7,133,100.0
CFD,VM,Separations_BCPS,Left BC Government,90,12.8,611,87.2,701,100.0,13,11.3,102,88.7,115,100.0
CFD,VM,Separations_Other,Moved to Other Ministry,17,13.6,108,86.4,125,100.0,8,40.0,12,60.0,20,100.0
CFD,VM,Separations_Total,Total Separations,107,13.0,719,87.0,826,100.0,21,15.6,114,84.4,135,100.0
CFD,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,48,17.9,220,82.1,268,100.0
CITZ,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,7,15.9,37,84.1,44,100.0,,,,,,
CITZ,VM,Hiring_Other,Hired from Other Ministry,19,14.4,113,85.6,132,100.0,<3,<3,<3,<3,2,100.0
CITZ,VM,Hiring_Outside,Hired from Outside,65,21.3,240,78.7,305,100.0,S,S,S,S,91,100.0
CITZ,VM,Hiring_TotalNew,Total New Hires to Ministry,84,19.2,353,80.8,437,100.0,18,19.4,75,80.6,93,100.0
CITZ,VM,Hiring_TotalReg,Total New Regulars to Ministry,91,18.9,390,81.1,481,100.0,,,,,,
CITZ,VM,Promotions_Other,Promoted from Other Organization,16,16.3,82,83.7,98,100.0,<3,<3,<3,<3,1,100.0
CITZ,VM,Promotions_Same,Promoted Within Same Organization,23,10.0,207,90.0,230,100.0,,,,,0,100.0
CITZ,VM,Promotions_Total,Total Promotions,39,11.9,289,88.1,328,100.0,<3,<3,<3,<3,1,100.0
CITZ,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,7,15.9,37,84.1,44,100.0
CITZ,VM,Separations_BCPS,Left BC Government,24,9.1,239,90.9,263,100.0,S,S,S,S,31,100.0
CITZ,VM,Separations_Other,Moved to Other Ministry,9,9.1,90,90.9,99,100.0,<3,<3,S,S,8,100.0
CITZ,VM,Separations_Total,Total Separations,33,9.1,329,90.9,362,100.0,4,10.3,35,89.7,39,100.0
CITZ,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,11,13.3,72,86.7,83,100.0
EAO,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,,,,,0,100.0,,,,,,
EAO,VM,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,13,100.0,,,,,0,100.0
EAO,VM,Hiring_Outside,Hired from Outside,<3,<3,S,S,28,100.0,<3,<3,S,S,6,100.0
EAO,VM,Hiring_TotalNew,Total New Hires to Ministry,<3,<3,S,S,41,100.0,<3,<3,S,S,6,100.0
EAO,VM,Hiring_TotalReg,Total New Regulars to Ministry,<3,<3,S,S,41,100.0,,,,,,
EAO,VM,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,9,100.0,,,,,0,100.0
EAO,VM,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,10,100.0,,,,,0,100.0
EAO,VM,Promotions_Total,Total Promotions,<3,<3,S,S,19,100.0,,,,,0,100.0
EAO,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,,,,,0,100.0
EAO,VM,Separations_BCPS,Left BC Government,<3,<3,S,S,14,100.0,,,,,0,100.0
EAO,VM,Separations_Other,Moved to Other Ministry,S,S,S,S,26,100.0,,,,,0,100.0
EAO,VM,Separations_Total,Total Separations,4,10.0,36,90.0,40,100.0,,,,,0,100.0
EAO,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,,,,,0,100.0
EDUC,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,<3,<3,2,100.0,,,,,,
EDUC,VM,Hiring_Other,Hired from Other Ministry,S,S,S,S,48,100.0,,,,,0,100.0
EDUC,VM,Hiring_Outside,Hired from Outside,15,17.6,70,82.4,85,100.0,5,31.3,11,68.8,16,100.0
EDUC,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,133,100.0,5,31.3,11,68.8,16,100.0
EDUC,VM,Hiring_TotalReg,Total New Regulars to Ministry,24,17.8,111,82.2,135,100.0,,,,,,
EDUC,VM,Promotions_Other,Promoted from Other Organization,7,17.9,32,82.1,39,100.0,,,,,0,100.0
EDUC,VM,Promotions_Same,Promoted Within Same Organization,7,22.6,24,77.4,31,100.0,,,,,0,100.0
EDUC,VM,Promotions_Total,Total Promotions,14,20.0,56,80.0,70,100.0,,,,,0,100.0
EDUC,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,<3,<3,2,100.0
EDUC,VM,Separations_BCPS,Left BC Government,6,9.0,61,91.0,67,100.0,<3,<3,<3,<3,2,100.0
EDUC,VM,Separations_Other,Moved to Other Ministry,3,9.1,30,90.9,33,100.0,<3,<3,<3,<3,2,100.0
EDUC,VM,Separations_Total,Total Separations,9,9.0,91,91.0,100,100.0,<3,<3,<3,<3,4,100.0
EDUC,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,6,100.0
EMBC,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,6,100.0,,,,,,
EMBC,VM,Hiring_Other,Hired from Other Ministry,S,S,S,S,37,100.0,,,,,0,100.0
EMBC,VM,Hiring_Outside,Hired from Outside,<3,<3,S,S,31,100.0,4,9.3,39,90.7,43,100.0
EMBC,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,68,100.0,4,9.3,39,90.7,43,100.0
EMBC,VM,Hiring_TotalReg,Total New Regulars to Ministry,6,8.1,68,91.9,74,100.0,,,,,,
EMBC,VM,Promotions_Other,Promoted from Other Organization,4,19.0,17,81.0,21,100.0,,,,,0,100.0
EMBC,VM,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,10,100.0,<3,<3,<3,<3,1,100.0
EMBC,VM,Promotions_Total,Total Promotions,5,16.1,26,83.9,31,100.0,<3,<3,<3,<3,1,100.0
EMBC,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,6,100.0
EMBC,VM,Separations_BCPS,Left BC Government,<3,<3,S,S,17,100.0,<3,<3,<3,<3,2,100.0
EMBC,VM,Separations_Other,Moved to Other Ministry,<3,<3,S,S,7,100.0,<3,<3,<3,<3,1,100.0
EMBC,VM,Separations_Total,Total Separations,<3,<3,S,S,24,100.0,<3,<3,S,S,3,100.0
EMBC,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,9,100.0
EMPR,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,4,100.0,,,,,,
EMPR,VM,Hiring_Other,Hired from Other Ministry,S,S,S,S,30,100.0,,,,,0,100.0
EMPR,VM,Hiring_Outside,Hired from Outside,8,12.5,56,87.5,64,100.0,<3,<3,S,S,17,100.0
EMPR,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,94,100.0,<3,<3,S,S,17,100.0
EMPR,VM,Hiring_TotalReg,Total New Regulars to Ministry,12,12.2,86,87.8,98,100.0,,,,,,
EMPR,VM,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,24,100.0,,,,,0,100.0
EMPR,VM,Promotions_Same,Promoted Within Same Organization,S,S,S,S,36,100.0,,,,,0,100.0
EMPR,VM,Promotions_Total,Total Promotions,6,10.0,54,90.0,60,100.0,,,,,0,100.0
EMPR,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,4,100.0
EMPR,VM,Separations_BCPS,Left BC Government,5,13.5,32,86.5,37,100.0,<3,<3,S,S,9,100.0
EMPR,VM,Separations_Other,Moved to Other Ministry,4,19.0,17,81.0,21,100.0,<3,<3,S,S,5,100.0
EMPR,VM,Separations_Total,Total Separations,9,15.5,49,84.5,58,100.0,S,S,S,S,14,100.0
EMPR,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,4,22.2,14,77.8,18,100.0
ENV,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,25,100.0,,,,,,
ENV,VM,Hiring_Other,Hired from Other Ministry,S,S,S,S,43,100.0,<3,<3,<3,<3,2,100.0
ENV,VM,Hiring_Outside,Hired from Outside,15,8.0,172,92.0,187,100.0,S,S,S,S,44,100.0
ENV,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,230,100.0,6,13.0,40,87.0,46,100.0
ENV,VM,Hiring_TotalReg,Total New Regulars to Ministry,21,8.2,234,91.8,255,100.0,,,,,,
ENV,VM,Promotions_Other,Promoted from Other Organization,4,13.8,25,86.2,29,100.0,<3,<3,<3,<3,1,100.0
ENV,VM,Promotions_Same,Promoted Within Same Organization,5,5.1,93,94.9,98,100.0,<3,<3,S,S,3,100.0
ENV,VM,Promotions_Total,Total Promotions,9,7.1,118,92.9,127,100.0,<3,<3,S,S,4,100.0
ENV,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,25,100.0
ENV,VM,Separations_BCPS,Left BC Government,7,6.5,101,93.5,108,100.0,<3,<3,S,S,52,100.0
ENV,VM,Separations_Other,Moved to Other Ministry,6,13.6,38,86.4,44,100.0,<3,<3,S,S,14,100.0
ENV,VM,Separations_Total,Total Separations,13,8.6,139,91.4,152,100.0,<3,<3,S,S,66,100.0
ENV,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,91,100.0
FIN,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,<3,<3,3,100.0,,,,,,
FIN,VM,Hiring_Other,Hired from Other Ministry,S,S,S,S,100,100.0,<3,<3,<3,<3,1,100.0
FIN,VM,Hiring_Outside,Hired from Outside,97,27.5,256,72.5,353,100.0,S,S,S,S,42,100.0
FIN,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,453,100.0,15,34.9,28,65.1,43,100.0
FIN,VM,Hiring_TotalReg,Total New Regulars to Ministry,125,27.4,331,72.6,456,100.0,,,,,,
FIN,VM,Promotions_Other,Promoted from Other Organization,17,21.3,63,78.8,80,100.0,<3,<3,<3,<3,1,100.0
FIN,VM,Promotions_Same,Promoted Within Same Organization,71,29.5,170,70.5,241,100.0,,,,,0,100.0
FIN,VM,Promotions_Total,Total Promotions,88,27.4,233,72.6,321,100.0,<3,<3,<3,<3,1,100.0
FIN,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,<3,<3,3,100.0
FIN,VM,Separations_BCPS,Left BC Government,31,14.0,191,86.0,222,100.0,<3,<3,S,S,6,100.0
FIN,VM,Separations_Other,Moved to Other Ministry,12,13.8,75,86.2,87,100.0,<3,<3,<3,<3,1,100.0
FIN,VM,Separations_Total,Total Separations,43,13.9,266,86.1,309,100.0,<3,<3,S,S,7,100.0
FIN,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,3,30.0,7,70.0,10,100.0
FLNRORD,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,8,16.7,40,83.3,48,100.0,,,,,,
FLNRORD,VM,Hiring_Other,Hired from Other Ministry,10,6.1,155,93.9,165,100.0,<3,<3,S,S,3,100.0
FLNRORD,VM,Hiring_Outside,Hired from Outside,68,10.9,558,89.1,626,100.0,S,S,S,S,190,100.0
FLNRORD,VM,Hiring_TotalNew,Total New Hires to Ministry,78,9.9,713,90.1,791,100.0,15,7.8,178,92.2,193,100.0
FLNRORD,VM,Hiring_TotalReg,Total New Regulars to Ministry,86,10.3,753,89.7,839,100.0,,,,,,
FLNRORD,VM,Promotions_Other,Promoted from Other Organization,10,8.3,110,91.7,120,100.0,<3,<3,<3,<3,1,100.0
FLNRORD,VM,Promotions_Same,Promoted Within Same Organization,26,4.8,519,95.2,545,100.0,<3,<3,S,S,6,100.0
FLNRORD,VM,Promotions_Total,Total Promotions,36,5.4,629,94.6,665,100.0,<3,<3,S,S,7,100.0
FLNRORD,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,8,16.7,40,83.3,48,100.0
FLNRORD,VM,Separations_BCPS,Left BC Government,30,6.1,460,93.9,490,100.0,S,S,S,S,77,100.0
FLNRORD,VM,Separations_Other,Moved to Other Ministry,17,12.2,122,87.8,139,100.0,<3,<3,S,S,11,100.0
FLNRORD,VM,Separations_Total,Total Separations,47,7.5,582,92.5,629,100.0,7,8.0,81,92.0,88,100.0
FLNRORD,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,15,11.0,121,89.0,136,100.0
GCPE,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,<3,<3,1,100.0,,,,,,
GCPE,VM,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,13,100.0,,,,,0,100.0
GCPE,VM,Hiring_Outside,Hired from Outside,S,S,S,S,123,100.0,<3,<3,S,S,9,100.0
GCPE,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,136,100.0,<3,<3,S,S,9,100.0
GCPE,VM,Hiring_TotalReg,Total New Regulars to Ministry,17,12.4,120,87.6,137,100.0,,,,,,
GCPE,VM,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,11,100.0,,,,,0,100.0
GCPE,VM,Promotions_Same,Promoted Within Same Organization,S,S,S,S,36,100.0,,,,,0,100.0
GCPE,VM,Promotions_Total,Total Promotions,6,12.8,41,87.2,47,100.0,,,,,0,100.0
GCPE,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,<3,<3,1,100.0
GCPE,VM,Separations_BCPS,Left BC Government,10,10.9,82,89.1,92,100.0,,,,,0,100.0
